doc_id,title,content,0 - relevant - maowenxin2014@163.com,0 - relevant - minj,1 - Biblio-/Scientometrics - maowenxin2014@163.com,1 - Biblio-/Scientometrics - minj,1 - Core - maowenxin2014@163.com,1 - Core - minj,2 - Crit Appraisal - maowenxin2014@163.com,2 - Extract - maowenxin2014@163.com,2 - Extract - minj,2 - Screening - maowenxin2014@163.com,2 - Screening - minj,2 - Synthesis - minj
2116030,"Adaptive capacity to climate change: A synthesis of concepts, methods, and findings in a fragmented field","Adaptive capacity is an important element of long-term adaptation to climate change and is the focus of a rapidly growing body of research. Interdisciplinary growth has the potential to introduce new methods and insights, but it could also cause fragmentation and hamper methodological development or limit transfer of academic insights to climate change adaptation practice. This article uses qualitative content, bibliometric, and citation network analyses to systematically review the scope, methods, and findings of 276 studies on adaptive capacity of social and social-ecological systems. The review demonstrates that adaptive capacity research is highly interdisciplinary; covers a wide range of sectors, geographic locations, and scales of analysis; and is highly fragmented. The majority of empirical studies are isolated by lack of comparative work and cross-field citation. Forty-six percent of studies reviewed do not cite prior works on adaptive capacity: even those on similar topics in the same geographic location. Methods to assess adaptive capacity have proliferated to include more than 64 indicator-based indices or frameworks and 37 proxy outcome measures. The article argues that lack of either consensus or debate across the literature raises concerns that scientific progress in the field may be constrained and the ability of adaptive capacity research to inform adaptation practice may be limited. To promote consistency and transparency in future work, 158 determinants of adaptive capacity are defined and illustrated with common assessment indicators and examples. Additional opportunities for progress are noted with suggestions for future research. This article is categorized under: Vulnerability and Adaptation to Climate Change > Institutions for Adaptation",1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597619,A visual approach to validate the selection review of primary studies in systematic reviews: A replication study,"One of the activities associated with the systematic literature review (SLR) process is the selection of primary studies. When the researcher faces large volumes of primary studies to be analysed, the process used to select studies can be arduous, specially when the selection review activity is performed and all studies under analysis are read more than once. An experiment was conducted as a pilot test to compare the performance and accuracy of graduate students in conducting the selection review activity manually and using visual text mining (VTM) techniques. This paper describes a replication study that used the same experimental design and materials of the original experiment. The results have confirmed the outcomes of the original experiment, i.e., VTM is promising and can improve the performance of the selection review of primary studies. There is a positive relationship between the use of VTM techniques and the time spent to conduct the selection review activity. Copyright © 2013 by Knowledge Systems Institute Graduate School.",1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3605557,Microalgae harvesting by fungal-assisted bioflocculation,"Although the production of biofuels from microalgae has numerous advantages over other raw materials, its large-scale application still comes across economic aspects. In this context, the concept of biorefinery emerges as a strategy to increase the sustainability of this process. Studies have been developed to reduce production costs, especially to optimize the harvesting stage. Among the techniques used, bioflocculation is a promising alternative to traditional harvesting methods, as it is viable in terms of cost, execution and efficiency and, above all, it is a more environmentally appropriate method. This study aimed to perform a bibliometric and systematic review of traditional algal harvesting techniques and the mechanisms governing the different interactions of microorganisms used as bioflocculants, especially fungi. The high efficiencies of microalgae harvesting, combined with the possibility of cultivation in wastewater and the various bioproducts originated from this biomass, show the potential application of bioflocculation in the context of integrated biorefineries.",1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606347,Evolution of homeopathy: A scientometric analysis of global homeopathy literature between 1975 and 2017,"Objective: Scientometrics is the evaluation of scientific literature in a certain field. Although popularity and use of homeopathy have increased in the recent years, scientific literature lacks a bibliometric or scientometric evaluation of homeopathy literature. Methods: We collected all data of this study from four databases provided by Web of Science. All documents published between 1975 and 2017 were included. The keywords we searched for in detail were “homeopathy” “homeopathic” “homoeopathy” and “homoeopathic”. We used Spearman's correlation test to investigate a possible correlation between publication numbers or the productivity and features of the countries. We created infographics and infomaps by using GunnMap and VOSviewer sources. Gross domestic product (GDP) ranking data of countries was procured from The World Data Bank. Results: Our search retrieved a total of 4183 articles. The great majority of documents were original articles (n = 3043, 72.75%). The UK dominated homeopathy literature with 950 articles followed by the USA, Germany, India and Brazil (n = 636, 590, 277 and 246 items, respectively). Switzerland was found to be most productive country (20.41) followed by the UK, Norway and Israel (14.35, 11.31 and 8.41, respectively). University of Exeter (UK) was the leading institutions with 204 items (4.88%). Most productive journal was Homeopathy dominating and covering 24% of all literature. We detected very high correlation between publication number and citation number by year (r = 0.95, p < 0.001). A high correlation was measured between gross domestic product (GDP) per capita and productivity of the countries. A moderate correlation was measured between GDP and publication number of the countries (r = 0.66 and p < 0.001). In scientometric network analysis, the USA, the UK and Germany were noted to be three major association centers. Conclusions: We detected that developed countries dominated homeopathy literature and we suggest that physicians from least-developed and developing countries should be funded and encouraged to carry out homeopathy studies. © 2018 Elsevier Ltd",1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606224,A bibliometric analysis of the 103 top-cited articles in endodontics,"Objective: The purpose of this study was to identify the 100 top-cited articles in endodontics and analyse their bibliometric characteristics. Material and methods: The Web of Science database was reviewed to identify the relevant articles. Results: One hundred and three articles were included because the last four articles had the same number of citations. The top-cited article received 2115 citations. The articles were published in 28 different journals, with the most popular publication being the Journal of Endodontics (n = 36). The most prolific country was the United States (n = 41), followed by Sweden (n = 17) and Switzerland (n = 8). The most prolific author and institution were M. Torabinejad (n = 12) and Umeå University (n = 9), respectively. The majority of articles were of a basic science nature (n = 55), while endodontic microbiology (n = 24) was the most frequent subspecialty. The most common study design used in clinical articles was non-randomized experimental study (n = 5). Half of the clinical articles (n = 11) had a level III evidence score. Conclusions: The present citation analysis provides insights into the historical progress and current trends in endodontics. © 2019, © 2019 Acta Odontologica Scandinavica Society.",1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597438,Protein-protein interaction identification using a hybrid model,"Background: Most existing systems that identify protein-protein interaction (PPI) in literature make decisions solely on evidence within a single sentence and ignore the rich context of PPI descriptions in large corpora. Moreover, they often suffer from the heavy burden of manual annotation. Methods: To address these problems, a new relational-similarity (RS)-based approach exploiting context in large-scale text is proposed. A basic RS model is first established to make initial predictions. Then word similarity matrices that are sensitive to the PPI identification task are constructed using a corpus-based approach. Finally, a hybrid model is developed to integrate the word similarity model with the basic RS model. Results: The experimental results show that the basic RS model achieves F-scores much higher than a baseline of random guessing on interactions (from 50.6% to 75.0%) and non-interactions (from 49.4% to 74.2%). The hybrid model further improves F-score by about 2% on interactions and 3% on non-interactions. Conclusion: The experimental evaluations conducted with PPIs in well-known databases showed the effectiveness of our approach that explores context information in PPI identification. This investigation confirmed that within the framework of relational similarity, the word similarity model relieves the data sparseness problem in similarity calculation. © 2015 Elsevier B.V.",2,2,,,,,,,,,,
3594571,Electronic monitoring in bipolar disorder,"Major reasons for the insufficient effects of current treatment options in bipolar disorder include delayed intervention for pro-dromal depressive and manic symptoms and decreased adherence to psychopharmacological treatment. The reliance on subjective information and clinical evaluations when diagnosing and assessing the severity of depressive and manic symptoms calls for less biased and more objective markers. By using electronic devices, fine-grained data on complex psychopathological aspects of bipolar disorder can be evaluated unobtrusively over the long term. Moreover, electronic data could possibly represent candidate markers of diagnosis and illness activity in bipolar disorder and allow for early and individualized intervention for prodromal symptoms outside clinical settings. The present dissertation concerns the use of electronic monitoring as a marker and treatment intervention in bipolar disorder and investigated the scientific literature and body of evidence within the area, which includes ten original study reports and two systematic reviews, one of which included a meta-analysis, con-ducted by the author of the dissertation. Taken together, the literature presented in this dissertation illustrates that 1) smartphone-based electronic self-monitoring of mood seems to reflect clinically assessed depressive and manic symptoms and enables the long-term characterization of mood instability in bipolar disorder; 2) preliminary results suggest that smartphone-based automatically generated data (e.g. the number of text messages sent/day; the number of incoming and outgoing calls/day; the number of changes in cell tower IDs/day; and voice features) seem to reflect clinically assessed depressive and manic symptoms in bipolar disorder; 3) smartphone-based electronic self-monitoring had no effects on the severity of depressive and manic symptoms in bipolar disorder, according to a randomized controlled trial; and 4) electronic monitoring of psychomotor activity and heart rate variability seems to reflect illness activity in bipolar disorder and differentiate between patients with bipolar disorder and healthy control individuals. These findings point toward the usefulness of electronic monitoring as a marker of illness in bipolar disorder. Using electronic monitoring as a treatment intervention could provide innovative and novel interventions on-demand with a potential global reach, filling the gap between availability and the need for treatment. However, future studies using rigorous methodology and more randomized controlled trials that carefully investigate the positive effects and possible harmful effects of electronic monitoring in bipolar disorder are needed. In addition, patient safety, privacy issues, data security and legal aspects are major concerns that must be considered and addressed when using electronic monitoring. © 2018, Danish Medical Association. All rights reserved.",2,2,,,,,,,,,,
3606787,Publication analysis on insomnia: How much has been done in the past two decades?,"Insomnia has been a rising public concern in recent years. As one example of a multidisciplinary topic, the theme of insomnia research has gradually shifted over time; however, there is very little quantitative characterization of the research trends in insomnia. The current study aims to quantitatively analyze trends in insomnia publications for the past 20 years. We retrospectively analyzed insomnia-related publications retrieved from PubMed and Google Scholar between 1994 and from a number of different perspectives. We investigated the major areas of research focus for insomnia, journal characteristics, as well as trends in clinical management and treatment modalities. The resulting 5841 publications presented an exponential growth trend over the past two decades, with mean annual growth rates at nearly 10% for each publication type. Analysis of major research focuses indicated that depression, hypnotics and sedatives, questionnaires, and polysomnography are the most common topics at present. Furthermore, we found that while studies on drug therapy and adverse effects decreased in the most recent five years, the greatest expansion of insomnia publications were in the areas of cognitive behavioral therapy for insomnia (CBT-I) and alternative therapies. Collectively, insomnia publications present a continuous trend of increase. While sedative and hypnotic drugs dominated the treatment of insomnia, non-pharmacological therapies may have great potential for advancement in future years. Future research effort is warranted for novel tools and clinical trials, especially on insomnia treatments with inadequate evidence or not-yet-clear efficacy and side effects. © 2014 Elsevier B.V.",2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605859,Meta-analysis in psychology: a bibliometric study,"Meta-analysis refers to the statistical methods used in research synthesis for combining and integrating results from individual studies. The present study draws on the strengths of bibliometric methods in order to offer an overview of meta-analytic research activity in psychology, as well as to characterize its most important aspects and their evolution over time. A total of 2,874 articles published in scientific journals were identified and standard bibliometric indicators (e.g., number of articles, productivity by country, and national and international collaborations) and laws (e.g., Price's and Lotka's law) were applied to these data. The results suggest a clear upward trend not only in the number of articles published since the 1970s (with a peak of productivity in 2010), but also in both the number of authors by article (, SD = 1.53) and internationalization, especially since the 1990s. The interest in meta-analysis extends to many authors (n = 5,445), countries (n = 44) and scientific journals (n = 394), as well as to several areas of psychology that mostly fit a growing exponential model. In future studies it would be interesting to explore the citing behaviour and patterns in the meta-analysis literature.",1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590534,Current approaches to identify sections within clinical narratives from electronic health records: a systematic review,"Background: The identification of sections in narrative content of Electronic Health Records (EHR) has demonstrated to improve the performance of clinical extraction tasks; however, there is not yet a shared understanding of the concept and its existing methods. The objective is to report the results of a systematic review concerning approaches aimed at identifying sections in narrative content of EHR, using both automatic or semi-automatic methods. Methods: This review includes articles from the databases: SCOPUS, Web of Science and PubMed (from January 1994 to September 2018). The selection of studies was done using predefined eligibility criteria and applying the PRISMA recommendations. Search criteria were elaborated by using an iterative and collaborative keyword enrichment. Results: Following the eligibility criteria, 39 studies were selected for analysis. The section identification approaches proposed by these studies vary greatly depending on the kind of narrative, the type of section, and the application. We observed that 57% of them proposed formal methods for identifying sections and 43% adapted a previously created method. Seventy-eight percent were intended for English texts and 41% for discharge summaries. Studies that are able to identify explicit (with headings) and implicit sections correspond to 46%. Regarding the level of granularity, 54% of the studies are able to identify sections, but not subsections. From the technical point of view, the methods can be classified into rule-based methods (59%), machine learning methods (22%) and a combination of both (19%). Hybrid methods showed better results than those relying on pure machine learning approaches, but lower than rule-based methods; however, their scope was more ambitious than the latter ones. Despite all the promising performance results, very few studies reported tests under a formal setup. Almost all the studies relied on custom dictionaries; however, they used them in conjunction with a controlled terminology, most commonly the UMLS (R) metathesaurus. Conclusions: Identification of sections in EHR narratives is gaining popularity for improving clinical extraction projects. This study enabled the community working on clinical NLP to gain a formal analysis of this task, including the most successful ways to perform it.",2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3591387,Patient healthcare trajectory. An essential monitoring tool: a systematic review,"Background: Patient healthcare trajectory is a recent emergent topic in the literature, encompassing broad concepts. However, the rationale for studying patients' trajectories, and how this trajectory concept is defined remains a public health challenge. Our research was focused on patients' trajectories based on disease management and care, while also considering medico-economic aspects of the associated management. We illustrated this concept with an example: a myocardial infarction (MI) occurring in a patient's hospital trajectory of care. The patient follow-up was traced via the prospective payment system. We applied a semi-automatic text mining process to conduct a comprehensive review of patient healthcare trajectory studies. This review investigated how the concept of trajectory is defined, studied and what it achieves. Methods: We performed a PubMed search to identify reports that had been published in peer-reviewed journals between January 1, 2000 and October 31, 2015. Fourteen search questions were formulated to guide our review. A semi-automatic text mining process based on a semantic approach was performed to conduct a comprehensive review of patient healthcare trajectory studies. Text mining techniques were used to explore the corpus in a semantic perspective in order to answer non-a priori questions. Complementary review methods on a selected subset were used to answer a priori questions. Results: Among the 33,514 publications initially selected for analysis, only 70 relevant articles were semi-automatically extracted and thoroughly analysed. Oncology is particularly prevalent due to its already well-established processes of care. For the trajectory thema, 80% of articles were distributed in 11 clusters. These clusters contain distinct semantic information, for example health outcomes (29%), care process (26%) and administrative and financial aspects (16%). Conclusion: This literature review highlights the recent interest in the trajectory concept. The approach is also gradually being used to monitor trajectories of care for chronic diseases such as diabetes, organ failure or coronary artery and MI trajectory of care, to improve care and reduce costs. Patient trajectory is undoubtedly an essential approach to be further explored in order to improve healthcare monitoring.",1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3606021,Internet of things in medicine: A systematic mapping study,"Context: The current studies on IoT in healthcare have reviewed the uses of this technology in a combination of healthcare domains, including nursing, rehabilitation sciences, ambient assisted living (AAL), medicine, etc. However, no review study has scrutinized IoT advances exclusively in medicine irrespective of other healthcare domains. Objectives: The purpose of the current study was to identify and map the current IoT developments in medicine through providing graphical/tabular classifications on the current experimental and practical IoT information in medicine, the involved medical sub-fields, the locations of IoT use in medicine, and the bibliometric information about IoT research articles. Methods: In this systematic mapping study, the studies published between 2000 and 2018 in major online scientific databases, including IEEE Xplore, Web of Science, Scopus, and PubMed were screened. A total of 3679 papers were found from which 89 papers were finally selected based on specific inclusion/exclusion criteria. Results: While the majority of medical IoT studies were experimental and prototyping in nature, they generally reported that home was the most popular place for medical IoT applications. It was also found that neurology, cardiology, and psychiatry/psychology were the medical sub-fields receiving the most IoT attention. Bibliometric analysis showed that IEEE Internet of Things Journal has published the most influential IoT articles. India, China and the United States were found to be the most involved countries in medical IoT research. Conclusions: Although IoT has not yet been employed in some medical sub-fields, recent substantial surge in the number of medical IoT studies will most likely lead to the engagement of more medical sub-fields in the years to come. IoT literature also shows that the ambiguity of assigning a variety of terms to IoT, namely system, platform, device, tool, etc., and the interchangeable uses of these terms require a taxonomy study to investigate the precise definition of these terms. Other areas of research have also been mentioned at the end of this article. © 2020 Elsevier Inc.",1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594707,"The International Classification of Functioning, Disability and Health (ICF) in Electronic Health Records","Summary Background: The International Classification of Functioning, Disability and Health (ICF) is the World Health Organization's standard for describing health and health-related states. Examples of how the ICF has been used in Electronic Health Records (EHRs) have not been systematically summarized and described yet. Objectives: To provide a systematic review of peer-reviewed literature about the ICF's use in EHRs, including related challenges and benefits. Methods: Peer-reviewed literature, published between January 2001 and July 2015 was retrieved from Medline ®, CINAHL ®, Scopus ®, and ProQuest ® Social Sciences using search terms related to ICF and EHR concepts. Publications were categorized according to three groups: Requirement specification, development and implementation. Information extraction was conducted according to a qualitative content analysis method, deductively informed by the evaluation framework for Health Information Systems: Human, Organization and Technology-fit (HOT-fit). Results: Of 325 retrieved articles, 17 publications were included; 4 were categorized as requirement specification, 7 as development, and 6 as implementation publications. Information regarding the HOT-fit evaluation framework was summarized. Main benefits of using the ICF in EHRs were its unique comprehensive perspective on health and its interdisciplinary focus. Main challenges included the fact that the ICF is not structured as a formal terminology as well as the need for a reduced number of ICF codes for more feasible and practical use. Conclusion: Different approaches and technical solutions exist for integrating the ICF in EHRs, such as combining the ICF with other existing standards for EHR or selecting ICF codes with natural language processing. Though the use of the ICF in EHRs is beneficial as this review revealed, the ICF could profit from further improvements such as formalizing the knowledge representation in the ICF to support and enhance interoperability. Citation: Maritz R, Aronsky D, Prodinger B. The International Classification of Functioning, Disability and Health (ICF) in Electronic Health Records. Appl Clin Inform 2017; 8: 964-980 https://doi.org/10.4338/ACI-2017050078. © Schattauer 2017.",2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
